# Dataset used for sentiment analysis project
marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
US,47290851,R24EIBINSMPDTV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"Good buy, my granddaughter loves it",2015-07-17,1
US,6513671,RO0BU88VSIS98,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Great Prime Day deal...,I grabbed this for only $79 on Prime Day and you can't do much better price wise on a good 7&#34; tablet. Quick Prime shipping and a great price on a quality product make this purchase a five star pick up.,2015-07-17,1
US,3333837,R23EBDU0AON37X,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,1,N,N,the 7-inch tablet features a faster processor with better graphics performance than its predecessor and ships with Amazon's ...,"Starting at $139 or £119, the 7-inch tablet features a faster processor with better graphics performance than its predecessor and ships with Amazon's latest Android-based Sangria operating system. The new OS now has better battery saving functions, allows individual profiles - great for sharing amongst families -- and permits content sharing between different Fire devices, though the feature has yet to roll out. It also comes in a cheaper 6-inch model for those with smaller hands -- or tighter wallets. Pricing and availability in Europe and Australia has yet to be announced, but the US price works out to about €90 or AU$160.",2015-07-17,0
US,34932133,R1DRF6YUYNZYDR,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle for the win!,"Too much to write, but you will love this. Had 1st generation Kindle and gave that to my daughter when I needed to upgrade, and this new one doesn't disappoint. A ton of storage space for apps, user friendly, and great camera. In my opinion, the BEST tablet for book lovers and social media addicts. You will not be disappointed with this Kindle!",2015-07-17,1
US,52047060,R2Z2X4Q2MO6OET,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,This is my 1st tablet and I just love it. It has so many features - I ...,This is my 1st tablet and I just love it.  It has so many features - I discover new things everyday!,2015-07-17,1
US,19146070,R19BL0MABCDF4U,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"Amazing!! Meets all my needs. Lightweight, great sound, easy to handle.  Great buy!",2015-07-17,1
US,5111430,R38KLN5X95RAVF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,Five Stars,Awesome,2015-07-17,1
US,35563602,R2QFTIU3M8GHJF,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,1,2,N,Y,great for reading....,I love the size and clarity of the screen but it does not function well with things it needs to be connected to a network to do. It will be connected to Wi-Fi with a strong connection and different apps will time out with a network error. It's extremely frustrating when you are trying to watch a movie. I've actually given up on trying to watch movie any more.,2015-07-17,0
US,45821714,RW5SO5WNBZ7KA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Great gift,This was a gift. Recipient loves using this every day.,2015-07-17,1
US,27976678,RVDLW15T9ZN4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,the best,Love it,2015-07-17,1
US,10625049,R3V1XOE7I34Y1I,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,My 4th Kindle! Hope this one's charging port holds up!,2015-07-17,1
US,50300922,R24EDR5PO2OQF2,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,You like to read,You like to read? This is the kindle that you need. Very user friendly.Came very well packaged & the build quality is great. I can see this lasting for years. Thanks for the great product.,2015-07-17,1
US,36236446,R2Z68RELJR0Q4A,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Great device. Took me a while to understand the ...,Great device.  Took me a while to understand the nuances of streaming and downloading.  Definitely stream lowest HD quality if you aren't at home.  8MB is enough if you plan to stream a good bit of the time when traveling.  16 would be much better.,2015-07-17,1
US,16257211,R1DG7B1ED4Q27O,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,My first Kindle - I'm thrilled !,2015-07-17,1
US,11916165,R5Y5RPCSNHQ7I,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Fire HD 7,Love it! Was a great deal for the price! Very comfortable for reading with convenient extras included!,2015-07-17,1
US,20632154,R2OBS5B9KTNGNM,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,5,N,Y,One Star,Nt what i expected,2015-07-17,0
US,46223974,R1L96PN7XD08FY,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,dissatisfied,Not as good as my previous kindle. It doesn't hold as many downloads as my previous and it has the same memory 8GB. It keeps freezing up and closes pages I start reading sending me back to the main menu. Seriously thinking about returning it!,2015-07-17,0
US,43520559,R2IVQT6QLL5ZCY,B00LCHSHMS,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Gift for granddaughter she loved it,2015-07-17,1
US,6809028,RDRNRFZDPD8DY,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,N,Didn't come with the power adapter!,"So I got the Fire today only to fine out that it is missing the power adapter! I'm going to contact Amazon today to see if they will send me one, otherwise I will return it because I can't charge/use it.",2015-07-17,0
US,3253328,R6TWQOGTT12PC,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,4,N,N,good luck. Customer service is an Indian call service,"Arrived right on time. If you don't already have a Kindle Fire, good luck. Customer service is an Indian call service. Could not answer a very easy question. It was clear that she was reading a script and could not answer a question. She refused to transfer me to another tech person. Basically figure there is no tech support.",2015-07-17,0
US,27800203,R39XYJ4E0QL5LV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,3,N,Y,Great product,I love it .  where can I get a case for it.,2015-07-17,1
US,48473174,RBKIEV1SDAY2M,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Ease of use and easy access to info for setting up,Very easy to set up and get apps I wanted.,2015-07-17,1
US,41191808,R3STZG8XACT5QW,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,so far so good.,"Just purchased this and received it today.  Thought I would be able to use my Bluetooth headphones with it.  Nope.  Kind of bummed about that.  Otherwise, so far so good.",2015-07-17,1
US,26867988,RNCDGZKRXRFN4,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love this HD 7 So glad I finally decided to ...,"Love this HD 7<br />So glad I finally decided to order the HD 7. I use it every day and it is so nice to be able to watch shows on here, get the latest on Roku, Amazon etc.  A great buy!!",2015-07-17,1
US,2032026,R144N9XMKB3MYW,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Great purchase at a great price!!!,"I bought this for my kids ages 6,8 and 10 they all love it the picture is great good sound can use it anywhere that has WiFi. I'm overall very pleased with my purchase got it on sale for $99 would definitely buy another one at regular price.",2015-07-17,1
US,44333917,RQP8C30PNE6DT,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Excellent deal,I purchased this case for my new Kindle Fire. The case is very good quality leather. My Kindle fits perfectly. I would recommend this product.,2015-07-17,1
US,12680197,R5OTG7I09XPZZ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,pretty good. If it wasn't for amazon prime I ...,pretty good.  If it wasn't for amazon prime I think I might have used another one.  But it does what I need it to and I am pleased for the price. I would recommend it to anyone if it meets your basic wants and needs.,2015-07-17,1
US,37283607,RAGTY54C081W8,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Perfect for Prime Subscribers!,Perfect size for travel and I love that you can download prime movies and TV shows to the tablet for viewing when WiFi is not present.,2015-07-17,1
US,41750052,R19IAC4SG3WNXQ,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,1,2,N,Y,The Kindle itself was nice. We ordered it for my son's bday,The Kindle itself was nice.  We ordered it for my son's bday.  He used it for exactly 4 weeks and it shut off and wouldn't turn back on.  Called the customer service department and they were happy to replace it with a REFURBISHED one.  So I paid $140 basically for a used Kindle.  We didn't have the option of replacing with a new one since ours was practically new because they are now on backorder.,2015-07-17,0
US,48427355,R3LA6NL4I6XTWT,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,loving  it,Works great for my needs & not expensive. Will be getting my daughter's each one.,2015-07-17,1
US,10222125,R8DW3T7KWN2CV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,amazing tablet with lot's powerful features,"amazing tablet with lot's powerful features, the new fire os 5 is a great overall improvement (in terms of performance and user interface), it's still in beta phase but looks and feels very promising, can't wait for the official release! i would recommend this product for anyone looking for a budget tablet with lots of features and also for those who just love the amazon ecosystem. the app store is getting better by the minute.",2015-07-17,1
US,26585425,R3HUGA1FQKJDKL,B00LCHWEPE,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,2,N,Y,love it!,My son loves it!,2015-07-17,1
US,40201372,R102ZGNC4L5L6J,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Wonderful,"I upgraded from an earlier model and love that this one is lighter! I also like that all of the apps that I use regularly are available and work well. I have always loved the library with the device and cloud options and that is still wonderful. The only downside is that the hardshell is slicker than the earlier model which makes it harder to prop up for reading. Overall, a wonderful product:)",2015-07-17,1
US,31553409,RLV8IQVRNDJXD,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,1,2,N,Y,It seems like I have to turn it off and on a ...,"I don't know if it's not working right or what but it doesn't work near as well as my last Kindle Fire.  It seems like I have to turn it off and on a lot to get it to work right.  I hope this is just the newness of it and that changes.  I LOVED my last Kindle Fire, the only reason I got a new one was because my son damaged the charging port and it was going to cost me almost as much to fix it as to buy a new one.  Kind of wishing now I had just gotten the old one fixed.",2015-07-17,0
US,13913851,R943JC521Y8EH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,You have to buy,Awesome,2015-07-17,1
US,49311283,R1X35CXJNIG5BV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I love it. They love it,"This is my 3rd Kindle.  I had one...then my daughter kept borrowing it, so I gave her mine and bought a new one... which my husband kept borrowing so I bought him one.  I love it. They love it.",2015-07-17,1
US,35590268,R1RNLJ8SBPV87D,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,My new HD KIndle Fire,"Love my new Kindle Fire HD. Perfect  delivery, quick recharge and great screen.",2015-07-17,1
US,31143998,RESUNSG05B7BD,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,1,2,N,N,Perfect size! It's great for its main purpose for ...,"Perfect size! It's great for its main purpose for reading, but it's surely can't handle (too slow) other apps such as games, Facebook, etc.",2015-07-17,0
US,40961177,R2BSA8DL3HLMNQ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,2,2,N,Y,I love my Kindle,I love my Kindle. The only negative thing would be that I am concerned about charging it because it is difficult to plug in the charger to the device and to pull it out.  That was what went out on my old Kindle. The Kindle still works but I can't charge it because the charging socket is loose and the plug does not connect. I'mean concerned that it will happen on my new device.,2015-07-17,1
US,52004130,RU2L4ZZZPR0SU,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,3,N,Y,One Star,"Defective product, even want me to pay return label fee",2015-07-17,0
US,33837368,R5EBYIGYRK260,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,Five Stars,Awesome,2015-07-17,1
US,23739076,RYWEXKLOF7XVV,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,"The kids like them, but I bought 2 and only one ...","The kids like them, but I bought 2 and only one of them will link to my Amazon account. How do I get the other to link up? I have Kindle on my phone and I get emails on what they are downloading, but just one of them.",2015-07-17,0
US,14836553,RHMY5HNV9MZ9E,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,My Tablet Is Wonderful,"I love my tablet. i can do anything with it. watch movies, read audiobooks, play games and so much more. It is a kindle book reader as well. I do recommend this tablet to anyone who wants a great experience with a tablet. This tablet is the perfect size to take with you anytime or anywhere.",2015-07-17,1
US,14277072,RNUICZTEY12EB,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I am very pleased with my Kindle Fire.,2015-07-17,1
US,12181645,R5X2JU3I8KLGE,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Kindle HD is the Fire for Me!,"Love the Kindle HD Fire! for reading...its amazing! that is the primary purpose why I upgraded to the HD Fire. Lots of other kool little apps & features. The music aspect...does not appeal to me, as it requires you to purchase from Amazon or be a Prime member. I just wanted to be able to transfer my music from iTunes to this device; however, do not find this easy to do. Overall, satisfied.",2015-07-17,1
US,12113913,RE0593ZF9L27F,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Does a lot of things well and the price is unbeatable.,"This thing is such an excellent buy. It performs very well for it's size. If you want to have a small tablet to read on, play games, and occasionally surf the net, this thing is a steal at the price!",2015-07-17,1
US,20197567,R2DMJF568IK1NX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,1,N,Y,Disappointed,My daughter has had hers for six months she takes very good care of it. I bought a nice case for it. It has froze non stop. Sometimes  it takes hours before she can play it sometimes she can turn it off and it will  let her turn it off and start it up again.,2015-07-17,0
US,31181150,RKJJ3GVGTEPFL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,This is my second kindle and it is much better than the first generation,"This is my second kindle and it is much better than the first generation.  More memory, faster speed, better display and sound. definitely a lot of bang for your buck.",2015-07-17,1
US,35386231,R1DVL46S833UWG,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love kids mode,"Exactly as described. Love kids mode, ability for apps like a smart phone and then a book to quietly read. I would purchase again!",2015-07-17,1
US,45356408,R2MDG2KK8FH8I5,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"Love it. At first I was not happy about upgrading. But, so glad I did.",2015-07-17,1
US,12283214,R2XE6CS2AA743S,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,3,3,N,N,You have to pay an extra 15$ to remove ads!!,I can't believe that the kindle locks screen automatically comes with ads - I am so disgusted with amazon right now.  You will have to pay an extra 15$ to remove the ads.  Disgusted.  Would give 5 stars otherwise - I bought the original fire and just got this one for my sister because I love mine so much.  So disappointed.,2015-07-17,0
US,7011675,R3TK53LA04YQNY,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,N,"Good, but not Great","I bought it thanks to Amazon's Prime Day.  It was at $79+tax.  I bought it and wanted to was comparing it to Kindle 6&#34; for &#34;reading&#34; comfort.  Fire HD 7 didn't have the function, where it can have the actual book or paper color background. It's actually like most of other tablets, but with it's smaller market of amazon apps, comparing to other 2 major competitor, and 8GB is really not enough...",2015-07-17,1
US,12746251,R1XHXZ6K5JA5QX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,Five Stars,Great product,2015-07-16,1
US,35884510,R2FK80TFLEAXST,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,2,N,Y,Four Stars,Sound quality is great,2015-07-16,1
US,41413555,R3JPSYSPTIJMLP,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,Five Stars,Met all my expectations.,2015-07-16,1
US,32541333,R3H137SLJ7ZOEI,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,5,23,N,N,Prime day!  Major scam!,"So unhappy with Amazon today, as apparently, are many others!  Why advertise a promotion when you don't allow people to buy the product?  What a scam!  Been a prime member for years, feel like Amazon doesn't value my business!  And worse, knowingly treats me like you know what!!",2015-07-16,0
US,14593009,R1WA8UIQKDRJC4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,2,2,N,Y,it runs real nice and fast,"I have bought some cheap $80 Android tablets in the past and they were sluggish. The Fire, it runs real nice and fast. Well worth the bang for the buck!",2015-07-16,1
US,8125709,R266OACLVKI1ME,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,16 GB I purchased has been great! This is my 3rd Kindle and once again ...,"The Fire HD 7, 7&#34; HD Display, Wi-Fi, 16 GB  I purchased has been great!  This is my 3rd Kindle and once again I am thoroughly enjoying it and appreciate the quality work of Amazon.",2015-07-16,1
US,28560931,R3DCP1OIRL0KSJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,Y,Still in Learning Curve Mode,"This is a great device though I am feeling a bit over whelmed regarding using it and am getting bombarded regarding offers.  I'm also a bit worried about surprise charges popping up.  I'm sure I'll be more comfortable after awhile, but I will need a little more time.",2015-07-16,1
US,45099837,R12BRHNEKSWWI0,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,What a treat!,Had 4 Kindle Readers - this Fire is fabulous.  I had no idea.,2015-07-16,1
US,36282770,R15V3F0HTJ1I3O,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,4,N,N,and like many others never had an opportunity to purchase a ...,"I tried to buy one of the 16 MB on Prime Day, was on multiple waitlists, and like many others never had an opportunity to purchase a Fire HD 7. I hope this is the last Prime Day because it was a huge bust.",2015-07-16,1
US,39919216,R17T3VZU4R22QQ,B00LCHWEPE,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,1,N,Y,Four Stars,VERY HAPPY WITH THE FIRE!,2015-07-16,1
US,15327928,RGDJ7SNXD22Y6,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,1,N,Y,Four Stars,Good product. The &#34;pay $20 to get rid of advertisements&#34; thing is shameful. Really Amazon? Get with the times.,2015-07-16,1
US,20577079,R351Q0NSZ66Y14,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love the Tablet - No Special Offers,"I love this little tablet, but it did not include any special offers.  I bought it on a closeout from Staples.  That's probably why.",2015-07-16,1
US,13878193,R231ZBMHN2BPGI,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,Five Stars,perfect,2015-07-16,1
US,13479738,R3J4Z04GKUQT26,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,okay but not as good as last fire I bought.,Do not like it as much as my previous fire HD. It is not as user friendly.Also the battery does not last as long. Like the fact that it has a camera.,2015-07-16,0
US,16017300,RIPC4AX79JRJ,B00LCHWEPE,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,I like the size and convenience of traveling with it,I like the size and convenience of traveling with it.  It's the right size to read books and play games.  Would recommend to others.,2015-07-16,1
US,25222780,R3UUFUUTMHQUHE,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,2,N,N,I recommend this model,"Got this for my wife, this is her third kindle. The new design is much sharper then earlier models. I recommend this model.",2015-07-16,1
US,5113308,R3J5VT4CHP771M,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,Five Stars,met our expectations. My daughter is enjoying it.,2015-07-16,1
US,1822009,R2D623T90LITIA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I love it. It is very easy to use & ...,I love it.  It is very easy to use & understand.,2015-07-16,1
US,52135159,R162W5L8KRQKF8,B00LCHWEPE,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,N,good viewing,"It is everything I expected, I am disappointed that I bought it a week before prime day and then found it on sale.  I felt I should have been offered a credit.",2015-07-16,1
US,21566881,R3J04P45PFZ3C3,B00LCHWEPE,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,Five Stars,"Love it, works great for kids",2015-07-16,1
US,523849,R12WN8LWKJUUAA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,"Don't get MAD, BE GLAD!","Love it. Only drawback is my fault,wish I had gotten a 16 GBP vs only 8. You will not be disappointed in anyway.",2015-07-16,1
US,35178127,RTEFYMKH28JAH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,nice kindle,husband lost his on a plane....great deal works good.,2015-07-16,1
US,35877580,RAWPVD23YZTYK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,3,3,N,N,"Simply fantastic, I'll never buy a book again!","I'm an avid reader, and up until a year ago I would frequently go to the book store to buy soft or hardcover books. That all changed when I bought a Kindle Fire. With the beautiful HD screen, books came to life. I no longer got tired after reading softcover books late at night.<br /><br />Having the ability to adjust the brightness and page color as well as highlighting anything that's important to you, changing the font and font size, etc. It's all so easy to do. What's great is that the Fire is also a full fledged tablet! From a huge app library to email and web browsing, as well as  cameras, it's amazing! I cannot recommend this highly enough! Buy it already and you won't look back!",2015-07-16,1
US,16520076,R35S3VVJO9VPV3,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,4,N,Y,my kindle fire hd,I recently all my kindles exactly,2015-07-16,1
US,20511789,R1NJJJU4H79TQP,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,2,N,N,Five Stars,awesome,2015-07-16,1
US,35836677,R1V3WB91IQI2J5,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Thank you! Great product!,"I dont know why people are posting negative reviews if they werent able to get the product and test it out. I have one and i use it more than my ipad. The picture and sound quality are great. I use it to watch movies, tv shows, read books, listen to music, search the internet. During the special Prime day i bought one for my parents. Im excited to get it so i can set it up for them. :)",2015-07-16,1
US,20415876,R3J47ETFFTFXSA,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I'm in love with this!!!,2015-07-16,1
US,24011014,R1L2BM1WXWJ2OW,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Share books with Mom,Bought this as a gift for my mother so that we could share books.  She loves it!!,2015-07-16,1
US,13832396,R1Z3YJMMOTH45H,B00KC89C2C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,Five Stars,Love it,2015-07-16,1
US,352526,R76M6QDNK1G5L,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,Five Stars,Gran son is enjoying it,2015-07-16,1
US,47802379,R3TJT2V5BH1Z3K,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,2,2,N,Y,Great for Prime members,"Pretty good tablet for $99.  I've grown to like the carousel approach to the home screen.  The build quality and screen are very good.  It's a bit on the heavy side for a 7&#34; tablet.  Integration into Amazon services works very well (Videos, Music, Cloud Photos, Books).  If you're a Prime subscriber, you can really take advantage of these services.  On the negative side, there's no access to the Google Play Store.  There are lots of apps that are not available through the Amazon store.  I can live w/o the GMail app since the email client on the Fire can be configured to work with GMail.  But there are many other apps I wish were available (Google Hangouts, Chrome, Clash of Clans, ...).  The browser that comes on the Fire doesn't stack up against Chrome and Chrome isn't available in the Amazon app store.  There don't appear to be any other trustworthy browsers available in the Amazon app store.  In summary, if I wasn't a Prime member, I'd rather have a true Android tablet.",2015-07-16,1
US,29821695,R3OLDZEHLYN1N6,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it. The color is great. Watched two movies so far..,2015-07-16,1
US,26929557,RHA4M2J27NGMH,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,2,N,Y,One Star,"I can't get the one game I spent most of my time on, UNO.",2015-07-16,0
US,17058925,R1N2IJQQPEV2GR,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,1,N,Y,Five Stars,PERFECT FOR MY NON IPAD HUSBAND.,2015-07-16,1
US,42845489,R3TRR5JWURC06D,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,4,N,Y,TOO HARD FOR JUST A BOOK DOWN LOAD,TOO COMPLICATED!!!! ALL I WANTED WAS TO DOWNLOAD A BOOK TO IT - I DON'T WANT THE COMPUTER!,2015-07-16,0
US,49800344,RW4L0Y7XSO4UI,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Big hit as birthday gift,Gift for my son's 12th birthday--he loves it!,2015-07-16,1
US,181370,RUEIVNPFNIJQE,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Worth the money...,"Llove it, other than the non Google thing...",2015-07-16,1
